username,hotel_name,rating
DocSurf,Surfers Paradise Marriott Resort & Spa,3
DocSurf,Dayboro Cottages & Llama Walks,4
DocSurf,Palazzo di Valli,5
DocSurf,Special Apartments,5
DocSurf,Albergo San Martino,5
DocSurf,Adventure Island Resort,1
DocSurf,Holiday Inn Darling Harbour,2
Doctor99,Premier Inn Barnsley Central M1 J37 Hotel,5
Doctor99,The Bishops Table,3
Doctor99,The Ship Inn,3
Doctor99,The Old Chapel B&B,5
Doctor99,Ariel House,5
Doctor99,BEST WESTERN Burns Hotel Kensington,5
Doctor99,BEST WESTERN Crescent Townhouse,5
Doctor99,Hotel Hindusthan International Varanasi,3
Doctor99,Rembrandt Hotel,5
DoctorFeelgoodDorset,Overnight Lodge Experience at Wildlife Heritage Foundation,5
DoctorFeelgoodDorset,Highbullen Hotel,4
DoctorFeelgoodDorset,Horwood House,4
DoctorFeelgoodDorset,Hospes Amerigo,4
DoctorFeelgoodDorset,The Kings Arms,4
DoctorFeelgoodDorset,St Michael's Manor Hotel,4
DoctorFeelgoodDorset,Sofitel London Heathrow,2
DoctorFeelgoodDorset,Levante Beach Resort,4
DoctorFeelgoodDorset,The Museum Inn,4
Dodson,Helm's Inn,3
Dodson,HD Parque Cristobal Tenerife,4
Dodson,Cumulus Hakaniemi,4
Dodson,Danubius Health Spa Resort Helia,4
Dodson,Hotel Escale Oceania Biarritz,3
Dodson,Hotel Jorge V,4
Dodson,Hotel Holiday Inn Paris Gare Montparnasse,4
Dodson,Bastion Hotel Almere,3
Dodson,Mercure Paris Porte d'Orleans,3
Dodson,The Naantali Spa,4
Dodson,August Strindberg Hotell,5
Dogfish60min,Hotel del Coronado,4
Dogfish60min,Loews Madison Hotel,5
Dogfish60min,The Westin Chicago River North,5
Dogfish60min,Motel 6 Kalispell,3
Dogfish60min,Truffle Pigs Lodge,5
Dogfish60min,Num-Ti-Jah Lodge,5
Dogfish60min,Banff Voyager Inn,3
Dogfish60min,Mountain Pine Motel,4
Dogfish60min,Lake McDonald Lodge,3
Dogfish60min,The Florida Hotel and Conference Center,4
Dogfish60min,Baymont Inn & Suites Battle Creek Downtown,4
Dogfish60min,Hampton Majestic Chicago Theatre District,5
Dogfish60min,Atholl Palace Hotel,4
Dogfish60min,Elliotts,4
Dogfish60min,Fountain Court Apartments - Morrison,4
Dogfish60min,Fairfield Inn & Suites Tulsa Central,5
Dogfish60min,Park Plaza Riverbank London,5
Dogfish60min,Ibis London Euston St Pancras,3
Dogger70,Residence Inn Tempe Downtown,4
Dogger70,Plaza El Bosque San Sebastian,4
Dogger70,Renaissance Chicago Hotel,5
Dogger70,Courtyard by Marriott Tempe Downtown,3
Dogger70,Trump International Hotel Las Vegas,3
Dogger70,Plaza Hotel Buenos Aires,4
Dohme,Willow Tree Cottage,5
Dohme,Le Cheminee Business Hotel,3
Dohme,Floridiana Hotel,5
Dohme,Hotel Canal Grande,5
Dohme,Super 8 Hollywood,4
Doloads,Inchydoney Island Lodge & Spa,3
Doloads,Travelodge London Central City Road,2
Doloads,The Strand Hotel,5
Doloads,Hotel Majestic Saigon,5
Doloads,Hilton Dubai Jumeirah Resort,5
Doloads,BEST WESTERN Hollywood Plaza Inn,3
Domenicd2000,"Cambria hotel & suites Washington, D.C. Convention Center",4
Domenicd2000,Hotel Melia Marina Varadero,3
Domenicd2000,Melia Las Americas,4
Domenicd2000,Grand Velas Riviera Maya,5
Domenicd2000,Ibis London City,3
Domenicd2000,London Marriott West India Quay,4
Domenicd2000,Omni Cancun Resort & Villas,4
Domenicd2000,Holiday Inn Toronto Downtown Centre,4
Domenicd2000,Gran Versalles Hotel,4
Domenicd2000,Ibis Bordeaux Centre Bastide,4
Domenicd2000,Hotel Nestroy,3
Domenicd2000,Kyriad Paris 13 - Italie Gobelins,3
Domenicd2000,Corinthia Hotel Prague,4
Domenicd2000,BEST WESTERN PLUS Parkhotel Brunauer,3
Domenicd2000,"Hotel Indigo New York City, Chelsea",4
Domenicd2000,Ibis Paris Sacre Coeur 18eme,4
Domenicd2000,Ibis Paris Gare de l'Est 10eme,3
Domenicd2000,Venetian Resort Hotel Casino,4
Domenicd2000,Crowne Plaza Hotel Brussels - Le Palace,4
Domenicd2000,"Radisson Blu EU Hotel, Brussels",5
Domenicd2000,Ibis Paris Alesia Montparnasse 14eme,4
Domenicd2000,Alimara Barcelona Hotel,4
Domenicd2000,Hotel d'Azur,2
Domenicd2000,Campanile Paris 11 - Bastille,4
Domenicd2000,Berkeley Inn,3
Domenicd2000,Super 8 Visalia,3
Don5617,Berida Manor,4
Don5617,Ballina Heritage Inn,4
Don5617,Art Series - The Cullen,4
Don5617,Coolum Caprice Luxury Holiday Apartments,5
Don5617,Hard Rock Hotel at Universal Orlando,4
Don5617,Holiday Inn Midtown / 57th St,4
Don5617,Grand Hyatt New York,4
Don5617,Hilton San Francisco Union Square,4
Donkey37,BEST WESTERN PLUS Hotel Stellar,3
Donkey37,Metro Hotel Miranda,4
Donstep,Chambres Bisou,4
Donstep,Villa Borgo Duino,5
Donstep,Ambassadors Bloomsbury,3
Donstep,The Marble Arch by Montcalm,4
Donstep,Crowne Plaza Hotel London Ealing,3
Donstep,The Old Waverley Hotel,3
Donstep,Crowne Plaza Hotel London Ealing,2
DontCareAboutName,Butlins Bognor Regis Resort,5
DontCareAboutName,Hampton by Hilton London Luton Airport,4
DontCareAboutName,Feather Down Farms at Locks Farm,5
DontCareAboutName,The Duke of Wellington Country Inn,5
DontCareAboutName,Feather Down Farm,5
DontCareAboutName,Hilton Brighton Metropole,5
DontCareAboutName,Ibis London Luton Airport,5
DontCareAboutName,Forest of Arden Marriott Hotel & Country Club,5
DontCareAboutName,BEST WESTERN PLUS Swan Hotel,5
DontCareAboutName,Hilton Coventry Hotel,1
Doobie95,The New Otani Kaimana Beach Hotel,4
Doobie95,Residence Inn Hartford Downtown,3
Doobie95,Westin Virginia Beach Town Center,5
Doobie95,"The BodyHoliday, LeSport",5
Doobie95,Mondrian South Beach Hotel,4
Doobie95,Embassy Suites Huntsville by Hilton Hotel & Spa,4
Doobie95,Sofitel Rome Villa Borghese,5
Doobie95,La Maison Champs Elysees,3
Dopanijoso,Soho House Berlin,2
Dopanijoso,The Tower at Turning Stone Resort,4
Dopanijoso,Raffles Hotel Singapore,4
Dopanijoso,Mandarin Oriental Macau,5
Dopanijoso,Banyan Tree Macau,5
Dopanijoso,"Mandarin Oriental, Tokyo",5
Dopanijoso,MonHotel Lounge & Spa,4
Dopanijoso,The Arch London,5
Dopanijoso,Four Seasons Hotel Austin,3
Dopanijoso,Mokara Hotel and Spa,5
Dopanijoso,"Hotel Grande Bretagne, A Luxury Collection Hotel",4
Dopanijoso,Sanderson London Hotel,3
Dopanijoso,"The Ritz-Carlton, Toronto",4
Dopanijoso,"The Ritz-Carlton, Osaka",4
Dopanijoso,Conrad Tokyo,5
Dopanijoso,"The Ritz-Carlton Key Biscayne, Miami",3
Dopanijoso,The Landmark London,3
Dopanijoso,Hotel de Crillon,5
Dopanijoso,Banyan Tree Mayakoba,5
Dopanijoso,The Upper House,5
Dopanijoso,InterContinental Hong Kong,3
Doratheexplorer41,Sofitel Rome Villa Borghese,5
Doratheexplorer41,Sofitel Lisbon Liberdade,5
Doratheexplorer41,Comfort Inn Chelsea,4
Doratheexplorer41,K+K Hotel Opera,4
Dorfer,Marriott's Ko Olina Beach Club,4
Dorfer,Hilton Sacramento Arden West,3
Dorfer,Sheraton Seattle Hotel,4
Dorfer,DoubleTree by Hilton Sacramento,1
Dorfer,InterContinental The Clement Monterey,4
Dorfer,Doubletree Hotel Chelsea - New York City,3
Dorfer,Grand Hotel La Favorita,4
Dorfer,Sheraton Fiji Resort,3
Dorfer,La Baia di Rio,5
Dorfer,Renaissance Paris Hotel Le Parc Trocadero,5
Dorfer,Park Central Hotel San Francisco,4
DorsetTravelmad,The Wayfarer Bistro & Guesthouse,4
DorsetTravelmad,Intake Farm,5
DorsetTravelmad,Sevenford House,5
DorsetTravelmad,"The Buck Inn, Chop Gate",3
DorsetTravelmad,Golden Lion,4
DorsetTravelmad,Rawcar Farm B&B,5
DorsetTravelmad,Willance House Guest House,5
DorsetTravelmad,The Manse B&B,4
DorsetTravelmad,Butt House,5
DorsetTravelmad,The Old Croft House,5
DorsetTravelmad,The Barn House,5
DorsetTravelmad,Crown & Mitre Inn,4
DorsetTravelmad,Old Water View,5
DorsetTravelmad,Raise View House,4
DorsetTravelmad,The Langstrath Country Inn,3
DorsetTravelmad,Stork Hotel,3
DorsetTravelmad,Lulu's Bistro - Old Station House,4
DorsetTravelmad,King John Inn,2
DorsetTravelmad,Mill House,5
DorsetTravelmad,Forest View Walkers Inn,5
DorsetTravelmad,Boat Farm B&B,5
DorsetTravelmad,Vallum Lodge Guest House,4
DorsetTravelmad,Kellah Farm B&B,5
DorsetTravelmad,Dales Farm Upper Weardale,5
DorsetTravelmad,Brunswick House,5
DorsetTravelmad,Keld Lodge,5
DorsetTravelmad,Loxley House Bed & Breakfast,5
DorsetTravelmad,Lister Arms,4
DorsetTravelmad,10 The Coffee House,5
DorsetTravelmad,The White Lion Hotel,5
DorsetTravelmad,Windy Harbour Farm Hotel,5
DorsetTravelmad,Thorndene B&B,5
DorsetTravelmad,The Grove - Narberth,5
DorsetTravelmad,Nethergill Farm,5
DorsetTravelmad,Holly Lodge,4
DorsetTravelmad,Bridge House B&B,5
DorsetTravelmad,The New Inn,2
DorsetTravelmad,The Blue Bell Inn,3
DorsetTravelmad,Ilkley Riverside Hotel,3
DorsetTravelmad,Yeo Dale Hotel,5
DorsetTravelmad,Huxtable Farm Bed & Breakfast,5
DorsetTravelmad,Twitchen Farm,5
DorsetTravelmad,Exmoor Forest Inn,3
DougStevens,Hotel Saratoga,3
DougStevens,Mauro Mansion,5
DougStevens,"Grosvenor House, A JW Marriott Hotel",3
DougStevens,Mas Du Petit Grava,5
DougStevens,Makanda by the Sea,5
Dougdog,Angkor Paradise Hotel,4
Dougdog,Paragon Saigon Hotel,3
Dougdog,Sunrise Hoi An Resort,5
Dougdog,La Beaute De Hanoi Hotel,5
Dougdog,Golden Lion Country Inn,5
Dougdog,Park Plaza County Hall London,5
Dougdog,Hotel Imperator,3
Dougdog,Petronio Residence,4
Dougdog,Llanerch Vineyard,5
Dougdog,Peace Resort,4
Dougdog,Great Northern Hotel,5
Dougdog,Station Hotel,3
Dougdog,The Felin Fach Griffin,5
Dougdog,Henrietta House,5
Dougdog,Park Plaza Riverbank London,4
Dougdog,Celtic Manor Resort,3
Dougdog,Katerina City Hotel,3
Dougdog,Premier Inn London Heathrow Airport Terminal 5 Hotel,4
Dougdog,Remedios I,5
Dougdog,The Bristol,4
Dougdog,Premier Inn London Angel Islington Hotel,4
Dougdog,Puri Santrian,3
Dougdog,Alila Ubud,5
Dougdog,Rembrandt Hotel Bangkok,4
Dougdog,Hotel Penrallt,1
Dougdog,Highcliffe Hotel,1
Dougiebear,Maca Villas & Spa,5
Dougiebear,Jeeva Klui Resort,5
Dougiebear,BEST WESTERN PLUS Grim's Dyke Hotel,4
Dougiebear,Hilton London Tower Bridge,5
Dr._Bob_4,Marco Polo Presnya,5
Dr._Bob_4,Mercure Hotel Mannheim am Rathaus,4
Dr._Bob_4,Hotel Uhland,5
Dr._Bob_4,Aye Yar River View Resort,5
Dr._Bob_4,Sedona Hotel Mandalay,4
Dr._Bob_4,Sule Shangri-La Yangon,5
Dr._Bob_4,JW Marriott Orlando Grande Lakes,5
Dr._Bob_4,Novotel Paris Bercy,4
Dr._Bob_4,InterContinental Wien,4
Dr._Bob_4,Hilton Helsinki Airport,4
Dr._Bob_4,Emory Conference Center Hotel,5
Dr._Bob_4,Grand Hotel Karel V Utrecht,5
Dr._Bob_4,Elite Palace Hotel Stockholm,4
Dr._Bob_4,Hotel du Vin Cambridge,4
Dr._Bob_4,Mercure Lyon Centre Brotteaux,4
Dr._Bob_4,Hotel France d'Antin,3
Dr._Bob_4,Holiday Inn Washington DC-Central/White House,4
Dr._Bob_4,Scandic Sjofartshotellet,3
Dr._Bob_4,Quality Airport Hotel Dan,4
Dr._Bob_4,Island Hotel Newport Beach,5
Dr._Bob_4,Hotel Diva,4
Dr._Bob_4,Sheraton Providence Airport Hotel,4
Dr._Bob_4,Aloft Lexington,4
Dr._Bob_4,La Quinta Inn Manhattan,4
Dr._Bob_4,Novotel London City South,5
Dr._Bob_4,Treasure Mountain Inn Hotel and Conference Center,5
Dr._Bob_4,Sheraton Portland Airport Hotel,5
Dr._Bob_4,Novotel Paris Les Halles,4
Dr._Bob_4,Extended Stay America - Providence - Warwick,4
Dr._Bob_4,Memphis Hotel Museum Square,5
Dr._Bob_4,Hotel Continental Zurich - MGallery Collection,5
Dr._Bob_4,Extended Stay America - Providence - East Providence,4
Dr._Bob_4,misc eatdrinksleep,5
Dr._Bob_4,Holiday Inn Express At JFK,3
Dr._Bob_4,La Quinta Inn & Suites Fairfield,3
Dr._Bob_4,Beijing Hotel,1
Dr3z,Summit Lodge Boutique Hotel,5
Dr3z,Hotel Squamish,4
Dr3z,Green Mountain Inn,5
DrAndyC,Rydges South Park Adelaide,4
DrAndyC,Hilton Adelaide,5
DrAndyC,Duke of Cornwall Inn,5
DrAndyC,Hilton Sukhumvit Bangkok,4
DrAndyC,Hilton Helsinki Kalastajatorppa,5
DrAndyC,Hilton Vienna Plaza,4
DrAndyC,Hilton Vienna,4
DrAndyC,Marrol's Boutique Hotel Bratislava,5
DrAndyC,ION Luxury Adventure Hotel,4
DrAndyC,The Hanseatic Hotel,5
DrAndyC,Lepispea Caravan and Camping,5
DrAndyC,Hotel Palace,5
DrAndyC,Hotel Grand Palace,3
DrAndyC,Radisson Hotel,5
DrAndyC,Altrimo Hotel Complex,3
DrAndyC,Scandic Grand Central,5
DrAndyC,"Hotel National, a Luxury Collection Hotel",5
DrAndyC,TAV Airport Hotel,3
DrAndyC,Summit Parkview Hotel,4
DrAndyC,Belmond Governor's Residence,5
DrAndyC,Parmelia Hilton,4
DrAndyC,Art Series - The Cullen,5
DrAndyC,Ilulissat Hostel,2
DrAndyC,Hotel Arctic Ilulissat,5
DrAndyC,Hilton Copenhagen Airport,5
DrAndyC,Fairmont Grand Hotel Kyiv,5
DrAndyC,Hotel Kantarellis,5
DrAndyC,Scandic Tampere Station,4
DrAndyC,Wingate by Wyndham Manhattan Midtown,4
DrAndyC,Warwick Melrose Hotel Dallas,5
DrAndyC,Hilton Madrid Airport,4
DrAndyC,Scandic Patria,4
DrAndyC,Summer Hotel Vuorilinna,3
DrAndyC,Klaus K Hotel,5
DrAndyC,Scandic Marski,4
DrAndyC,Mantra Hindmarsh Square,5
DrAndyC,Novotel Bangkok Suvarnabhumi Airport,4
DrAndyC,Hostal Boutique Khronos,5
DrAndyC,Hilton Sydney,5
DrAndyC,Hesperia Presidente,5
DrAndyC,Soho Hotel,5
DrAndyC,Conrad Bangkok Hotel,5
DrAndyC,Marina Bay Sands,2
DrAndyC,Hostal Puerta del Sol,4
DrAndyC,Hotel Plaza Colon,5
DrAndyC,Pelican Eyes Resort and Spa,5
DrNostromo,Mercure Cardiff Holland House Hotel and Spa,4
DrNostromo,The Clifton Hotel,4
DrNostromo,Park Plaza Cardiff,5
DrNostromo,Premier Inn London Kings Cross Hotel,4
DrNostromo,Thistle Hyde Park,5
DrNostromo,BEST WESTERN PLUS Knights Hill Hotel,4
DrNostromo,Premier Inn Bristol Sidcot (A38) Hotel,4
DrNostromo,Jurys Inn Exeter,4
DrRingDing,Austria Classic Hotel Wien,4
DrRingDing,Tavistock Hotel,2
DrRingDing,The Orchard Hotel,2
DrRingDing,Super 8 Milwaukee Airport,2
DrRingDing,Travelodge Hotel at LAX,2
DrRingDing,Super 8 Santa Clarita Valencia,3
DrRingDing,Super 8 Los Angeles / Alhambra,2
DrRingDing,The Roosevelt Hotel,4
DrRingDing,Mercure Hotel Kaiserhof Frankfurt City Center,1
DrRingDing,BEST WESTERN Hotel Berlin-Mitte,5
DrRingDing,Super 8 Long Beach,3
DrRingDing,Howard Johnson Inn and Suites Clearwater,4
DrRingDing,Super 8 Gainesville,2
DrRingDing,Vagabond Inn Executive Sacramento Old Town,4
DrRingDing,Ramada Denver Downtown,5
DrRingDing,Delaware Hotel,5
DrRingDing,Motel 6 Rohnert Park,3
DrRingDing,Travelodge San Francisco Airport North,3
DrVikas,Taj Bengal Kolkata,2
DrVikas,Taj Samudra Colombo,3
DrVikas,InterContinental Marine Drive,4
DrVikas,The Gateway Hotel Janardhanapuram Varkala,3
DrVikas,Kuber Palace,4
DrVikas,"Trident, Nariman Point",3
DrVikas,Taj Bengal Kolkata,3
DrVikas,Old Lighthouse Bristow Hotel,4
DrVikas,Four Points by Sheraton Downtown Dubai,4
DrVikas,Park Hotel Hong Kong,4
DrVikas,Radisson Blu Hotel Nagpur,4
DrVikas,Lalitha Mahal Palace Hotel,2
DrVikas,The Chancery Pavilion,1
DrVikas,"Vivanta by Taj - Ambassador, New Delhi",3
DrVikas,Clarks Inn Airport Hotel,3
DrVikas,Holiday Inn Singapore Orchard City Centre,4
DrVikas,Taj Krishna Hyderabad,4
DrVikas,Vivanta by Taj - Malabar,4
DrVikas,Vivanta by Taj - Kovalam,4
DrVikas,Taj Mahal Hotel,3
DrVikas,Vivanta by Taj Bekal,4
DrVikas,The Gateway Hotel MG Road Vijayawada,2
DrVikas,Taj Palace Hotel,4
DrVikas,"Orange County, Coorg",4
DrVikas,Kabini River Lodge,4
DrVikas,Hotel Angel,3
DrVikas,Vivanta by Taj - Surya,4
DrVikas,Hyderabad Marriott Hotel & Convention Centre,4
DrVikas,"Kenilworth Hotel, Kolkata",4
DrVikas,Le Meridien Kuala Lumpur,4
DrVikas,BEST WESTERN Jubilee Ridge,3
DrVikas,InterContinental Singapore,4
DrVikas,"Turtlebay On Sea, Trasi - A juSTa Resort",3
DrVikas,"ITC Maurya, New Delhi",4
DrVikas,Sahara Star Hotel,4
DrWolf,Peebles Hydro,3
DrWolf,Ramada Hotel & Suites Coventry,2
DrWolf,George Hotel,1
DrWolf,Cricklade House Hotel & Country Club,2
DrWolf,Caddon View Country Guest House,5
DrWolf,Holiday Inn Milton Keynes,3
DrWolf,Black Lion,5
DrWolf,Premier Inn Warrington (M6/J21) Hotel,5
DrWolf,Doubletree by Hilton Cambridge,3
DrWolf,Tune Hotel - Liverpool Street,3
DrWolf,Hilton Garden Inn Burlington,4
DrWolf,Tune Hotel - Westminster,4
DrWolf,easyHotel Paddington London,3
DrWolf,easyHotel London Victoria,3
DrWolf,Holiday Inn London - Kings Cross / Bloomsbury,2
DrWolf,Ghyll Manor Hotel & Restaurant,2
DrWolf,ibis Zurich Messe Airport,3
DrWolf,RAMADA PLAZA Basel Hotel and Conference Center,5
DrWolf,"Radisson Blu SkyCity Hotel, Arlanda Airport",5
DrWolf,Park Inn by Radisson Copenhagen Airport,3
DrWolf,Hilton London Heathrow Airport,1
DrWolf,Hotel Felix,2
DrWolf,Park Plaza Cardiff,5
DrWolf,Belle Vue Royal Hotel,2
Dr_Muneera,The Regency Kuwait,2
Dr_Muneera,"The Oberoi, Dubai",4
Dr_Muneera,InterContinental Dar Al Tawhid,5
Dr_Muneera,Grosvenor House Dubai,5
Dr_Muneera,Al Murooj Rotana,3
Dr_Muneera,Jumeirah Frankfurt,3
Dr_Muneera,"Breidenbacher Hof, a Capella Hotel",5
Dr_Muneera,The Address Dubai Marina,5
Dr_Muneera,The Regency Kuwait,3
Dr_Muneera,Westin Dubai Mina Seyahi Beach Resort & Marina,4
Dr_Muneera,Grosvenor House Apartments by Jumeirah Living,5
Dr_Muneera,Novotel World Trade Centre Dubai,3
Dr_Muneera,Nassima Royal Hotel,5
Dr_Muneera,The Regency Kuwait,5
Dr_Muneera,Manzil Downtown Dubai,4
Dr_Muneera,Novotel Al Dana Resort Bahrain,4
Dr_Muneera,"Mandarin Oriental, Kuala Lumpur",4
Dr_Muneera,La Flora Resort Patong,5
Dr_Muneera,Dewa Phuket Resort Nai Yang Beach,4
Dr_Muneera,Shangri-La's Rasa Sentosa Resort & Spa,5
Dr_Muneera,Fraser Place Kuala Lumpur,5
Dr_Muneera,Al Sondos Suites,5
Dr_Muneera,Jood Palace Hotel,5
Dr_Muneera,Flora Grand Hotel,5
Dr_Muneera,Renaissance Paris Arc de Triomphe Hotel,5
Dr_Muneera,Arabian Park Hotel,4
Dr_QBatonRouge,Comfort Inn & Suites Presidential,4
Dr_QBatonRouge,Comfort Inn New Orleans Airport,4
Dr_QBatonRouge,Holiday Inn Downtown Superdome,4
Dr_QBatonRouge,Fairfield Place Bed & Breakfast,4
Dr_QBatonRouge,Hyatt Regency New Orleans,4
Dr_QBatonRouge,New Orleans Marriott,3
Dr_QBatonRouge,L'Auberge Casino & Hotel,5
DragonMelbourne,Hotel City,5
DragonMelbourne,Chateau Tongariro Hotel,5
DragonMelbourne,"Villa Pacific Harbour, FIJI",5
DragonMelbourne,D'Oro Tourist Farm,4
DragonMelbourne,Tudor Court Motor Lodge,4
DragonMelbourne,Murrays Hill Bed & Breakfast Colac NOT A HOUSE RENTAL,5
DragonMelbourne,Mahogany Motel,3
DragonMelbourne,Waterfront Motor Inn,5
DragonMelbourne,The Peninsula All-Suite Hotel,5
Dramatics,AC Hotel Chicago Downtown,5
Dramatics,Hotel Astoria Bled,4
Dramatics,Harbour Grand Kowloon,5
Dramatics,Adina Apartment Hotel Berlin Hauptbahnhof,5
Dramatics,Santa Rosa,4
Dramatics,Premier Inn Nottingham West Hotel,5
Dramatics,The Regency Hotel Solihull,3
Dramatics,BEST WESTERN PLUS Philipburn Country House Hotel,5
Dreaming,Hotel Le Crystal,4
Dreaming,Point South-Yemassee,2
Dreaming,YOTEL New York at Times Square West,3
Dreaming,Embassy Suites by Hilton Boston / Waltham,3
Dreaming,Holiday Inn Hotel & Suites Boston-Peabody,1
Dreaming,Cambria Hotel & Suites Roanoke,5
Dreaming,Holiday Inn Express Waynesboro - Rt. 340,3
Dreaming,Hilton Garden Inn Blacksburg,4
Dreaming,Holiday Inn & Suites Front Royal Blue Ridge Shadows,4
Dreaming,Hampton Inn & Suites Poughkeepsie,3
Dreaming,Holiday Inn Tewksbury Andover,3
Dreaming,Millenium Hilton,4
Dreaming,South Seas Island Resort,4
Dreaming,New York Hilton Midtown,3
Dreaming,Surf Club Resort,1
Dreaming,The Chelsea,4
Dreaming,"Hyatt Regency Chesapeake Bay Golf Resort, Spa & Marina",4
Dreaming,Millenium Hilton,5
Dreaming,Coral Beach Club Villas & Marina,4
Dreaming,Hyatt Regency Pier Sixty-Six,4
Dreaming,Wyndham Grand Rio Mar Beach Resort & Spa,4
Dreaming,Watkins Glen Harbor Hotel,4
Dreaming,"Carlton Hotel, Autograph Collection",3
Dreaming,Vista Cay,4
Dreamtime18,Phonevichith Guesthouse,3
Dreamtime18,Snow Land Hotel,1
Dreamtime18,Tashi Choten Hotel,3
Dreamtime18,Shambhala Palace,3
Dreamtime18,Yile Hotel,4
Dreamtime18,Citadines Central Xi'an,4
Dreamtime18,BEST WESTERN PLUS Hotel Stellar,3
Dreemz05,Hotel LKF By Rhombus,5
Dreemz05,Royal Plaza on Scotts,4
Dreemz05,Hotel Alcazar,3
Dreemz05,Hyatt Ziva Puerto Vallarta,5
Dreemz05,Bonita Ipanema Pousada & Hostel,3
Dreemz05,Pousada Noa Noa,4
Dreemz05,Emerald Beach Resort,4
Dreemz05,Fontainebleau Miami Beach,4
Dreemz05,Shinjuku Prince Hotel,5
Dreemz05,Four Points by Sheraton Manhattan SoHo Village,5
Dreemz05,Caribe Hilton San Juan,5
DriveRideOrFly,W Istanbul,5
DriveRideOrFly,Le Meridien Istanbul Etiler,4
DriveRideOrFly,Las Gaviotas Suites Hotel,4
DriveRideOrFly,"Vedema, a Luxury Collection Resort, Santorini",5
DriveRideOrFly,Sheraton Gran Canaria Salobre Golf Resort,5
DriveRideOrFly,AC Hotel Iberia Las Palmas,2
DriveRideOrFly,AC Hotel Gran Canaria by Marriott,3
DriveRideOrFly,W Boston,4
DriveRideOrFly,The Palazzo Resort Hotel Casino,4
DriveRideOrFly,"Mandarin Oriental, Las Vegas",5
Droplet5,Edgelinks Country House,5
Droplet5,Hilton Surfers Paradise Hotel & Residences,5
Droplet5,Erakor Island Resort & Spa,4
Droplet5,White Grass Ocean Resort,5
Droplet5,Etu Moana,5
Droplet5,Pacific Resort Rarotonga,1
Droplet5,Rendezvous Villas,5
Droplet5,Crown Beach Resort & Spa,5
Droplet5,Hotel Novotel Lampung,5
Droplet5,Oakwood Premier Cozmo Jakarta,5
Droplet5,Travelodge Perth,1
Droplet5,Perth Ambassador Hotel,2
Droplet5,"Four Points by Sheraton Sydney, Darling Harbour",1
Droplet5,Jasper Hotel,3
Droplet5,U Chiang Mai,3
Droplet5,Pathumwan Princess Hotel,4
Droplet5,Rambutan Resort - Siem Reap,5
Droplet5,Aonang Paradise Resort,4
Drysdale,Bay Harbor Hotel,3
Drysdale,Hard Rock Hotel & Casino Punta Cana,4
Drysdale,Royal Palm Beach Resort,4
Drysdale,Travelodge Inn & Suites Orlando Airport,2
Drysdale,ClubHotel Riu Negril,3
Drysdale,Hotel Riu Palace Jamaica,4
Drysdale,Hotel Riu Palace Tropical Bay,4
Drysdale,Hard Rock Hotel & Casino Punta Cana,5
Drysdale,Amsterdam's Curry Mansion Inn,4
Drysdale,Holiday Inn Express NYC Madison Square Garden,3
Drysdale,ClubHotel Riu Ocho Rios,5
Dsbrown93446,Jasper Hotel,3
Dsbrown93446,BEST WESTERN Motel Monaro,4
Dsbrown93446,The Sydney Boulevard Hotel,4
Dsbrown93446,BEST WESTERN Hygate Motor Lodge,4
Dsbrown93446,Tyrian Serviced Apartments,5
Dsbrown93446,Hotel St Clair,5
Dsbrown93446,Ibis Christchurch,4
Dsbrown93446,Amora Hotel Auckland,5
Dsbrown93446,Mercure Wellington Abel Tasman Hotel,3
Dsbrown93446,Century Park Motor Lodge,5
Dsbrown93446,SKYCITY Grand Hotel,4
Dsbrown93446,Rydges Auckland,4
Dsbrown93446,BEST WESTERN PLUS Hotel Stellar,5
Dtona,Bryn Gloch Caravan & Campsite,4
Dtona,Durker Roods Hotel,5
Dtona,Mercure Manchester Piccadilly Hotel,4
Dtona,Base Serviced Apartments Liverpool,4
Dtona,Jurys Inn Edinburgh,4
Dtona,Balgowan House,5
Dtona,Premier Inn Dundee West Hotel,3
Dtona,Dryburgh Abbey Hotel,5
Du13,Fraser Place Kuala Lumpur,2
Du13,Holiday Inn Resort Penang,5
Du13,Avillion Admiral Cove,4
Du13,Park Plaza Riverbank London,4
Du13,Barton Grange Hotel,4
Du13,Crowne Plaza Abu Dhabi - Yas Island,4
Du13,Radisson Blu Edwardian Mercer Street Hotel,2
Du13,Hilton London Heathrow Airport,4
Du13,Preston Marriott Hotel,3
Du13,Grange St. Paul's Hotel,4
Du13,The Grand Hotel,5
Du13,Hilton Garden Inn Riyadh Olaya,3
Du13,Waldorf Astoria Jeddah - Qasr Al Sharq,3
Du13,Jeddah Hilton Hotel,5
Du13,Dalmeny Hotel,4
Du13,Sofitel Al Khobar The Corniche,5
Du13,Holiday Inn Resort Half Moon Bay,3
Du13,Jumeirah Frankfurt,5
Du13,Landhotel Doerr,5
Du13,Doubletree by Hilton London - Westminster,3
Du13,Clifton Arms Hotel,3
Du13,Marriott London Park Lane,5
Du13,"Grosvenor House, A JW Marriott Hotel",4
Du13,Cameron Highlands Resort,1
DuRiechstSoGut,Sunnybank Boutique Guesthouse,5
DuRiechstSoGut,Croft Mill,5
DuRiechstSoGut,Corn Mill Lodge Hotel,4
DuRiechstSoGut,HCC Montblanc,4
DuRiechstSoGut,Comfort Hotel Lamarck,4
DublinHank,Lake Hotel,5
